NO,NEGERI,PPD,PERINGKAT,JENIS,KODSEKOLAH,NAMASEKOLAH,ALAMATSURAT,POSKODSURAT,BANDARSURAT,NOTELEFON,NOFAX,EMAIL,LOKASI,BANTUAN,MURID,GURU,PRASEKOLAH,INTEGRASI,KOORDINAT_X,KOORDINAT_Y
,SELANGOR,PPD HULU LANGAT,Rendah,SK,BBA4045,SEKOLAH KEBANGSAAN JALAN EMPAT,"JALAN 4/8, BANDAR BARU BANGI",43650,BANDAR BARU BANGI,0389256971,0389256975,BBA4045@moe.edu.my,Bandar,SK,2416.0,131.0,TIADA,ADA,101.779538,2.951248
,SELANGOR,PPD HULU LANGAT,Rendah,SK,BBA4046,SEKOLAH KEBANGSAAN KANTAN PERMAI,"PERSIARAN TKP, TAMAN KANTAN PERMAI",43000,KAJANG,0387391872,0387391871,BBA4046@moe.edu.my,Bandar,SK,2134.0,114.0,TIADA,ADA,101.806863,3.018483
,SELANGOR,PPD HULU LANGAT,Rendah,SK,BBA4047,SEKOLAH KEBANGSAAN SEKSYEN 7,"JALAN 7/3, SEKSYEN 7",43650,BANDAR BARU BANGI,0389222707,0389222717,BBA4047@moe.edu.my,Bandar,SK,2805.0,156.0,ADA,ADA,101.775508,2.970422
,SELANGOR,PPD HULU LANGAT,Rendah,SK,BBA4048,SEKOLAH KEBANGSAAN PANDAN PERDANA,JALAN PERDANA 3/1 PANDAN PERDANA,55300,KUALA LUMPUR,0392821446,0392821439,BBA4048@moe.edu.my,Bandar,SK,294.0,24.0,TIADA,ADA,101.743601,3.114973
,SELANGOR,PPD HULU LANGAT,Rendah,SK,BBA4049,SEKOLAH KEBANGSAAN SAUJANA IMPIAN (2),"PERSIARAN IMPIAN PERDANA, SAUJANA IMPIAN",43000,KAJANG,0387339008,0387349017,BBA4049@moe.edu.my,Bandar,SK,1151.0,70.0,TIADA,ADA,101.792032,3.021045
,SELANGOR,PPD HULU LANGAT,Rendah,SK,BBA4050,SEKOLAH KEBANGSAAN CHERAS JAYA,"JALAN CJ 15, TAMAN CHERAS JAYA, BALAKONG",43200,CHERAS,0390754929,0390743237,BBA4050@moe.edu.my,Bandar,SK,1250.0,81.0,ADA,ADA,101.762851,3.020454
,SELANGOR,PPD HULU LANGAT,Rendah,SK,BBA4051,SEKOLAH KEBANGSAAN BANDAR TASIK KESUMA,"JALAN KESUMA 7/1,BANDAR TASIK KESUMA",43700,BERANANG,0387668281,0387660763,BBA4051@moe.edu.my,Bandar,SK,2744.0,125.0,TIADA,ADA,101.869933,2.900133
,SELANGOR,PPD HULU LANGAT,Rendah,SK,BBA4052,SEKOLAH KEBANGSAAN BANDAR RINCHING,"JALAN 1/1, BANDAR RINCHING",43500,SEMENYIH,0387247725,0387246712,BBA4052@moe.edu.my,Bandar,SK,2671.0,132.0,ADA,ADA,101.849056,2.926408
,SELANGOR,PPD HULU LANGAT,Rendah,SK,BBA4053,SEKOLAH KEBANGSAAN BANDAR TEKNOLOGI KAJANG,"JALAN 3/12, SEKSYEN 3, BANDAR TEKNOLOGI KAJANG",43500,SEMENYIH,0387248380,0387248907,BBA4053@moe.edu.my,Bandar,SK,1927.0,109.0,ADA,ADA,101.822487,2.969907
,SELANGOR,PPD HULU LANGAT,Rendah,SK,BBA4054,SEKOLAH KEBANGSAAN DUSUN NANDING,"KM 17, JALAN HULU LANGAT",43100,HULU LANGAT,0390765243,0390755143,BBA4054@moe.edu.my,Bandar,SK,680.0,43.0,TIADA,ADA,101.791043,3.083162
,SELANGOR,PPD HULU LANGAT,Rendah,SK,BBA4055,SEKOLAH KEBANGSAAN BANDAR TUN HUSSEIN ONN 2,"JALAN SUADAMAI, BANDAR TUN HUSSEIN ONN",43200,CHERAS,0390757952,0390756952,BBA4055@moe.edu.my,Bandar,SK,1949.0,130.0,ADA,ADA,101.754269,3.052485
,SELANGOR,PPD HULU LANGAT,Rendah,SK,BBA4056,SEKOLAH KEBANGSAAN TAMAN BUKIT TERATAI,"JALAN TERATAI 1/2H , TAMAN BUKIT TERATAI",56100,AMPANG,0342974067,0342973894,BBA4056@moe.edu.my,Bandar,SK,978.0,56.0,TIADA,ADA,101.764693,3.10913
,SELANGOR,PPD HULU LANGAT,Rendah,SK,BBA4057,SEKOLAH KEBANGSAAN TAMAN PUTERI,"BATU 9, JALAN HULU LANGAT",43200,CHERAS,0390763914,0390763914,BBA4057@moe.edu.my,Bandar,SK,478.0,29.0,TIADA,ADA,101.771993,3.078116
,SELANGOR,PPD HULU LANGAT,Rendah,SK,BBA4058,SEKOLAH KEBANGSAAN BANDAR SERI PUTRA,JALAN SERI PUTRA 3,43000,KAJANG,0389259717,0389259854,BBA4058@moe.edu.my,Bandar,SK,2667.0,146.0,ADA,ADA,101.775401,2.889831
,SELANGOR,PPD HULU LANGAT,Rendah,SK,BBA4060,SEKOLAH KEBANGSAAN BANDAR BUKIT MAHKOTA,"JALAN BM 5/12, SEKSYEN 5, BANDAR BUKIT MAHKOTA, BANGI",43000,KAJANG,0389125452,0389123850,BBA4060@moe.edu.my,Bandar,SK,1810.0,105.0,TIADA,ADA,101.81244,2.880246
,SELANGOR,PPD HULU LANGAT,Rendah,SK,BBA4061,SEKOLAH KEBANGSAAN BANDAR SUNWAY SEMENYIH,BANDAR SUNWAY SEMENYIH,43500,SEMENYIH,0387230984,TIADA,BBA4061@moe.edu.my,Bandar,SK,832.0,49.0,TIADA,ADA,101.840216,2.967541
,SELANGOR,PPD HULU SELANGOR,Rendah,SK,BBA5002,SEKOLAH KEBANGSAAN BATANG KALI,JALAN ULU YAM BHARU,44300,BATANG KALI,0360572157,0360572157,bba5002@moe.edu.my,Bandar,SK,857.0,67.0,ADA,ADA,101.6447128,3.468095889
,SELANGOR,PPD HULU SELANGOR,Rendah,SK,BBA5003,SEKOLAH KEBANGSAAN RASA,KAMPUNG SEKOLAH,44200,RASA,0360572052,0360572052,bba5003@moe.edu.my,Bandar,SK,543.0,45.0,TIADA,ADA,101.634909,3.501628
,SELANGOR,PPD HULU SELANGOR,Rendah,SK,BBA5004,SEKOLAH KEBANGSAAN SG CHOH,KAMPUNG SUNGAI CHOH,48000,RAWANG,0360918661,0360918661,bba5004@moe.edu.my,Bandar,SK,483.0,36.0,TIADA,ADA,101.589304,3.344554
,SELANGOR,PPD HULU SELANGOR,Rendah,SK,BBA5005,SEKOLAH KEBANGSAAN SG SELISEK,KAMPUNG SUNGAI SELISEK,44020,KUALA KUBU BHARU,054543358,054543358,bba5005@moe.edu.my,Bandar,SK,146.0,19.0,TIADA,ADA,101.4456659,3.731886737
,SELANGOR,PPD HULU SELANGOR,Rendah,SK,BBA5006,SEKOLAH KEBANGSAAN ULU YAM BHARU,JALAN ULU YAM BATANG KALI,44300,BATANG KALI,0360752978,0360752979,bba5006@moe.edu.my,Bandar,SK,850.0,56.0,TIADA,ADA,101.6601369,3.43767313
,SELANGOR,PPD HULU SELANGOR,Rendah,SK,BBA5007,SEKOLAH KEBANGSAAN ULU YAM LAMA,KG.ULU YAM LAMA,44300,BATANG KALI,0360752117,0360752117,bba5007@moe.edu.my,Bandar,SK,135.0,12.0,TIADA,ADA,101.6390581,3.455346795
,SELANGOR,PPD HULU SELANGOR,Rendah,SK,BBA5008,SEKOLAH KEBANGSAAN HULU BERNAM,"KAMPUNG BARU 'B', HULU BERNAM, HULU SELANGOR",35900,TG. MALIM,054596787,054583452,bba5008@moe.edu.my,Bandar,SK,640.0,53.0,ADA,ADA,101.524743,3.670467
,SELANGOR,PPD HULU SELANGOR,Rendah,SK,BBA5009,SEKOLAH KEBANGSAAN KUALA KUBU BHARU,JALAN SEKOLAH,44000,KUALA KUBU BHARU,0360641482,0360641482,bba5009@moe.edu.my,Bandar,SK,325.0,42.0,ADA,ADA,101.6526607,3.563492896
,SELANGOR,PPD HULU SELANGOR,Rendah,SK,BBA5010,SEKOLAH KEBANGSAAN KERLING,KAMPUNG KERLING,44100,KERLING,0360482032,0360482032,bba5010@moe.edu.my,Bandar,SK,187.0,20.0,TIADA,ADA,101.600033,3.595411
,SELANGOR,PPD HULU SELANGOR,Rendah,SK,BBA5011,SEKOLAH KEBANGSAAN KALUMPANG,KAMPUNG KALUMPANG,44100,KERLING,0360491866,0360491866,bba5011@moe.edu.my,Bandar,SK,524.0,42.0,ADA,ADA,101.569059,3.636347
,SELANGOR,PPD HULU SELANGOR,Rendah,SK,BBA5012,SEKOLAH KEBANGSAAN KG KUANTAN,KAMPUNG KUANTAN,44300,BATANG KALI,0360571848,0360571848,bba5012@moe.edu.my,Luar Bandar,SK,268.0,26.0,TIADA,ADA,101.673883,3.467885
,SELANGOR,PPD HULU SELANGOR,Rendah,SK,BBA5013,SEKOLAH KEBANGSAAN GEDANGSA,FELDA GEDANGSA,44020,KUALA KUBU BHARU,0360463616,0360463616,bba5013@moe.edu.my,Luar Bandar,SK,170.0,20.0,TIADA,ADA,101.381104,3.738678
,SELANGOR,PPD HULU SELANGOR,Rendah,SK,BBA5014,SEKOLAH KEBANGSAAN SUNGAI BUAYA,KG SUNGAI BUAYA,48010,RAWANG,0360282010,TIADA,bba5014@moe.edu.my,Bandar,SK,350.0,31.0,TIADA,ADA,101.527215,3.392225
,SELANGOR,PPD HULU SELANGOR,Rendah,SK,BBA5015,SEKOLAH KEBANGSAAN KAMPUNG SOEHARTO,KG SOEHARTO,44010,KUALA KUBU BHARU,0360461059,TIADA,bba5015@moe.edu.my,Luar Bandar,SK,220.0,26.0,ADA,ADA,101.389151,3.683769
,SELANGOR,PPD HULU SELANGOR,Rendah,SK,BBA5016,SEKOLAH KEBANGSAAN TUN ABDUL RAZAK,JALAN PADANG GOLF,44000,KUALA KUBU BHARU,0360641776,0360641776,bba5016@moe.edu.my,Bandar,SK,152.0,21.0,ADA,ADA,101.656341,3.571514
,SELANGOR,PPD HULU SELANGOR,Rendah,SK,BBA5018,SEKOLAH KEBANGSAAN GESIR TENGAH,KG GESIR TENGAH,44020,KUALA KUBU BHARU,054543326,TIADA,bba5018@moe.edu.my,Bandar,SK,131.0,17.0,TIADA,ADA,101.428665,3.72511
,SELANGOR,PPD HULU SELANGOR,Rendah,SK,BBA5020,SEKOLAH KEBANGSAAN SG TENGI,FELDA SUNGAI TENGI,44010,KUALA KUBU BHARU,0360421060,0360421060,bba5020@moe.edu.my,Luar Bandar,SK,298.0,33.0,ADA,ADA,101.416731,3.650676
,SELANGOR,PPD HULU SELANGOR,Rendah,SK,BBA5021,SEKOLAH KEBANGSAAN SRI KELEDANG,"S.K.C BERNAM, HULU SELANGOR",35800,SLIM RIVER,TIADA,TIADA,bba5021@moe.edu.my,Luar Bandar,SK,59.0,19.0,TIADA,ADA,101.332122,3.783979
,SELANGOR,PPD HULU SELANGOR,Rendah,SK,BBA5022,SEKOLAH KEBANGSAAN SERENDAH,KAMPUNG SRI SERENDAH,48200,SERENDAH,0360812889,0360811069,bba5022@moe.edu.my,Bandar,SK,1185.0,85.0,ADA,ADA,101.614235,3.369404
,SELANGOR,PPD HULU SELANGOR,Rendah,SK,BBA5023,SEKOLAH KEBANGSAAN BUKIT BERUNTUNG,JALAN MELATI BUKIT BERUNTUNG,48300,RAWANG,0360284424,0360284425,bba5023@moe.edu.my,Bandar,SK,1525.0,94.0,ADA,ADA,101.555914,3.403768
,SELANGOR,PPD HULU SELANGOR,Rendah,SK,BBA5024,SEKOLAH KEBANGSAAN AMPANG PECAH,"LOT 1817, JALAN HAMZAH",44000,KUALA KUBU BHARU,0360645439,0360645439,bba5024@moe.edu.my,Bandar,SK,504.0,48.0,ADA,ADA,101.662273,3.54232
,SELANGOR,PPD HULU SELANGOR,Rendah,SK,BBA5025,SEKOLAH KEBANGSAAN BANDAR BARU BATANG KALI,"SEKSYEN 3, BANDAR UTAMA",44300,BATANG KALI,0360573855,0360573513,bba5025@moe.edu.my,Bandar,SK,1403.0,90.0,TIADA,ADA,101.654313,3.459212
,SELANGOR,PPD HULU SELANGOR,Rendah,SK,BBA5026,SEKOLAH KEBANGSAAN BANDAR SUNGAI BUAYA,BANDAR SUNGAI BUAYA,48010,RAWANG,0360284358,0360284093,bba5026@moe.edu.my,Bandar,SK,1016.0,68.0,ADA,ADA,101.528799,3.373264
,SELANGOR,PPD HULU SELANGOR,Rendah,SK,BBA5027,SEKOLAH KEBANGSAAN SERI FAJAR,FELDA SUNGAI TENGI SELATAN,44010,KUALA KUBU BHARU,0360422318,TIADA,bba5027@moe.edu.my,Luar Bandar,SK,69.0,18.0,TIADA,ADA,101.436285,3.564111
,SELANGOR,PPD HULU SELANGOR,Rendah,SK,BBA5028,SEKOLAH KEBANGSAAN TAMAN BUNGA RAYA (1),"JLN BUNGA RAYA, TMN.BUNGA RAYA, BKT. BERUNTUNG",48300,RAWANG,0360215067,0360214067,bba5028@moe.edu.my,Bandar,SK,1566.0,102.0,ADA,ADA,101.551522,3.438814
,SELANGOR,PPD HULU SELANGOR,Rendah,SK,BBA5029,SEKOLAH KEBANGSAAN LEMBAH BERINGIN,LEMBAH BERINGIN,44100,KUALA KUBU BHARU,TIADA,TIADA,bba5029@moe.edu.my,Luar Bandar,SK,138.0,20.0,ADA,ADA,101.533007,3.581064
,SELANGOR,PPD HULU SELANGOR,Rendah,SK,BBA5030,SEKOLAH KEBANGSAAN BUKIT SENTOSA,"JALAN BUKIT SENTOSA 7,BUKIT SENTOSA",48300,RAWANG,0360217829,0360217929,bba5030@moe.edu.my,Bandar,SK,2798.0,141.0,TIADA,ADA,101.585415,3.4145
,SELANGOR,PPD HULU SELANGOR,Rendah,SK,BBA5031,SEKOLAH KEBANGSAAN ANTARA GAPI,"JALAN GAPI 1A, ANTARA GAPI",48200,SERENDAH,0360812655,0360812835,bba5031@moe.edu.my,Bandar,SK,1094.0,71.0,ADA,ADA,101.630251,3.422072
,SELANGOR,PPD HULU SELANGOR,Rendah,SK,BBA5032,SEKOLAH KEBANGSAAN BUKIT BERUNTUNG 2,"LINGKARAN SEROJA ,SEKSYEN BB7",48300,RAWANG,0360211675,0360211679,bba5032@moe.edu.my,Bandar,SK,1799.0,110.0,ADA,ADA,101.569002,3.419058
,SELANGOR,PPD HULU SELANGOR,Rendah,SK,BBA5033,SEKOLAH KEBANGSAAN TAMAN BUNGA RAYA 2,PERSIARAN BUNGA RAYA,48300,RAWANG,0360212029,0360212124,bba5033@moe.edu.my,Bandar,SK,1213.0,80.0,TIADA,ADA,101.551978,3.445529
,SELANGOR,PPD SABAK BERNAM,Rendah,SK,BBA6001,SEKOLAH KEBANGSAAN SERI MAKMUR,JALAN PARIT 1 BARAT,45300,SUNGAI BESAR,0332242224,0332242224,BBA6001@moe.edu.my,Bandar,SK,850.0,73.0,ADA,ADA,100.990214,3.68189
,SELANGOR,PPD SABAK BERNAM,Rendah,SK,BBA6002,SEKOLAH KEBANGSAAN SG HJ DORANI,PEKAN SG HJ DORANI,45300,SUNGAI BESAR,0332243967,0332243967,BBA6002@moe.edu.my,Bandar,SK,222.0,23.0,TIADA,ADA,101.02531,3.644553
,SELANGOR,PPD SABAK BERNAM,Rendah,SK,BBA6003,SEKOLAH KEBANGSAAN SIMPANG LIMA,"JALAN PARIT 15, KG SIMPANG 5",45300,SUNGAI BESAR,0332243342,0332241249,BBA6003@moe.edu.my,Luar Bandar,SK,374.0,35.0,ADA,ADA,101.058786,3.618406
,SELANGOR,PPD SABAK BERNAM,Rendah,SK,BBA6004,SEKOLAH KEBANGSAAN PANCHANG PEDENA,JALAN LAMA KUALA SELANGOR,45300,SUNGAI BESAR,TIADA,0332241576,BBA6004@moe.edu.my,Bandar,SK,201.0,18.0,TIADA,ADA,100.957771,3.69667
,SELANGOR,PPD SABAK BERNAM,Rendah,SK,BBA6005,SEKOLAH KEBANGSAAN SG LIMAU,KAMPUNG SUNGAI LIMAU,45300,SUNGAI BESAR,0332243320,0332243320,BBA6005@moe.edu.my,Bandar,SK,420.0,33.0,TIADA,ADA,101.004702,3.66128
,SELANGOR,PPD SABAK BERNAM,Rendah,SK,BBA6006,SEKOLAH KEBANGSAAN PARIT 4,PARIT 4 JALAN PEKAN SELASA SUNGAI HAJI DORANI,45300,SUNGAI BESAR,0332246206,0332246206,BBA6006@moe.edu.my,Luar Bandar,SK,127.0,19.0,TIADA,ADA,101.049441,3.661696
,SELANGOR,PPD SABAK BERNAM,Rendah,SK,BBA6007,SEKOLAH KEBANGSAAN PARIT 6,PARIT 6 BARAT,45300,SUNGAI BESAR,0332243953,0332243953,BBA6007@moe.edu.my,Bandar,SK,254.0,27.0,TIADA,ADA,101.006104,3.712781
,SELANGOR,PPD SABAK BERNAM,Rendah,SK,BBA6008,SEKOLAH KEBANGSAAN SERI BAHAGIA,PARIT 9,45300,SUNGAI BESAR,0332242453,TIADA,BBA6008@moe.edu.my,Bandar,SK,226.0,25.0,TIADA,ADA,101.029387,3.729296
,SELANGOR,PPD SABAK BERNAM,Rendah,SK,BBA6009,SEKOLAH KEBANGSAAN TOK KHALIFAH,"PARIT 13, JLN. SUNGAI PANJANG",45300,SUNGAI BESAR,0332162848,0332162848,BBA6009@moe.edu.my,Luar Bandar,SK,219.0,22.0,TIADA,ADA,101.074181,3.728279
,SELANGOR,PPD SABAK BERNAM,Rendah,SK,BBA6010,SEKOLAH KEBANGSAAN BAGAN TERAP,"JALAN BESAR, PEKAN BAGAN TERAP",45300,SUNGAI BESAR,0332165143,0332165143,BBA6010@moe.edu.my,Luar Bandar,SK,207.0,29.0,ADA,ADA,101.056466,3.746608
,SELANGOR,PPD SABAK BERNAM,Rendah,SK,BBA6011,SEKOLAH KEBANGSAAN PARIT 13,JALAN PARIT 13 BAN 2 SUNGAI NIBONG,45400,SEKINCHAN,0332246916,0332246916,BBA6011@moe.edu.my,Luar Bandar,SK,70.0,16.0,TIADA,ADA,101.085477,3.620446
,SELANGOR,PPD SABAK BERNAM,Rendah,SK,BBA6012,SEKOLAH KEBANGSAAN LOBOK PUSING,"JLN MASJID, KG LUBOK PUSING",45300,SUNGAI BESAR,0332164810,TIADA,BBA6012@moe.edu.my,Luar Bandar,SK,57.0,13.0,TIADA,ADA,101.073706,3.760864
,SELANGOR,PPD SABAK BERNAM,Rendah,SK,BBA6013,SEKOLAH KEBANGSAAN DOKTOR ABDUL LATIFF,JALAN RAJA CHULAN,45200,SABAK BERNAM,0332161213,0332165244,BBA6013@moe.edu.my,Bandar,SK,393.0,35.0,TIADA,ADA,100.987381,3.771341
,SELANGOR,PPD SABAK BERNAM,Rendah,SK,BBA6014,SEKOLAH KEBANGSAAN BATU 38,KAMPUNG BATU 38,45200,SABAK BERNAM,0332161219,0332161219,BBA6014@moe.edu.my,Bandar,SK,423.0,44.0,ADA,ADA,100.956228,3.7537
,SELANGOR,PPD SABAK BERNAM,Rendah,SK,BBA6015,SEKOLAH KEBANGSAAN KG BAHARU,"JALAN HAJI SAIE,KAMPUNG BAHARU",45200,SABAK BERNAM,0332162033,0332162033,bba6015@moe.edu.my,Luar Bandar,SK,29.0,11.0,TIADA,ADA,100.949141,3.792256
,SELANGOR,PPD SABAK BERNAM,Rendah,SK,BBA6016,SEKOLAH KEBANGSAAN TUN DOKTOR ISMAIL,TEBUK PULAI,45200,SABAK BERNAM,0332162379,0332162379,BBA6016@moe.edu.my,Bandar,SK,221.0,26.0,ADA,ADA,100.978575,3.727658
,SELANGOR,PPD SABAK BERNAM,Rendah,SK,BBA6017,SEKOLAH KEBANGSAAN SEKENDI,"KM 7, JALAN SEKENDI",45200,SABAK BERNAM,0332163468,0332163468,BBA6017@moe.edu.my,Luar Bandar,SK,121.0,18.0,TIADA,ADA,100.937493,3.728059
,SELANGOR,PPD SABAK BERNAM,Rendah,SK,BBA6018,SEKOLAH KEBANGSAAN SIMPANG 4 BNO,"SIMPANG 4, BAGAN NAKHODA OMAR",45200,SABAK BERNAM,0332136161,0332136161,BBA6018@moe.edu.my,Luar Bandar,SK,132.0,18.0,TIADA,ADA,100.8815,3.773455
,SELANGOR,PPD SABAK BERNAM,Rendah,SK,BBA6019,SEKOLAH KEBANGSAAN PARIT BAHARU,"JALAN BESAR, KAMPUNG PARIT BAHARU",45100,SUNGAI AIR TAWAR,0332136971,0332138118,BBA6019@moe.edu.my,Luar Bandar,SK,332.0,29.0,TIADA,ADA,100.8444,3.815562
,SELANGOR,PPD SABAK BERNAM,Rendah,SK,BBA6020,SEKOLAH KEBANGSAAN SUNGAI TENGAR,KG SG TENGAR,45100,SG AIR TAWAR,0332138350,0332138350,BBA6020@moe.edu.my,Luar Bandar,SK,111.0,16.0,TIADA,ADA,100.880277,3.823441
,SELANGOR,PPD SABAK BERNAM,Rendah,SK,BBA6021,SEKOLAH KEBANGSAAN SERI MAWAR,JALAN SEKOLAH,45100,SUNGAI AIR TAWAR,0332138035,0332138035,BBA6021@moe.edu.my,Luar Bandar,SK,182.0,26.0,ADA,ADA,100.898946,3.840793
,SELANGOR,PPD SABAK BERNAM,Rendah,SK,BBA6022,SEKOLAH KEBANGSAAN TEBOK JAWA,"JALAN TEBOK JAWA, KG. TEBOK JAWA",45200,SABAK BERNAM,0332163144,0332163144,BBA6022@moe.edu.my,Luar Bandar,SK,129.0,18.0,TIADA,ADA,100.911909,3.781311
,SELANGOR,PPD SABAK BERNAM,Rendah,SK,BBA6023,SEKOLAH KEBANGSAAN SAPINTAS,"BATU 4, KG SAPINTAS",45200,SABAK BERNAM,0332164648,0332164648,BBA6023@moe.edu.my,Luar Bandar,SK,158.0,16.0,TIADA,ADA,101.02998,3.78102
,SELANGOR,PPD SABAK BERNAM,Rendah,SK,BBA6024,SEKOLAH KEBANGSAAN KAMPONG BANTING,JLN MASJID KG BANTING,45200,SABAK BERNAM,0332162085,0332162085,BBA6024@moe.edu.my,Luar Bandar,SK,126.0,21.0,ADA,ADA,100.923882,3.758059
,SELANGOR,PPD SABAK BERNAM,Rendah,SK,BBA6025,SEKOLAH KEBANGSAAN TANJONG JAWA,JALAN DUNGUN,45200,SABAK BERNAM,0332161482,TIADA,BBA6025@moe.edu.my,Luar Bandar,SK,14.0,7.0,TIADA,ADA,100.972741,3.816397
,SELANGOR,PPD SABAK BERNAM,Rendah,SK,BBA6026,SEKOLAH KEBANGSAAN TELUK RU,JALAN PARIT BARU,45200,SABAK BERNAM,0332138168,0332138168,BBA6026@moe.edu.my,Luar Bandar,SK,108.0,23.0,ADA,ADA,100.854635,3.791657
,SELANGOR,PPD SABAK BERNAM,Rendah,SK,BBA6027,SEKOLAH KEBANGSAAN SERI CEMPAKA,KAMPUNG SUNGAI APONG,45100,SG. AIR TAWAR,0332137011,0332137011,BBA6027@moe.edu.my,Luar Bandar,SK,121.0,14.0,TIADA,ADA,100.829079,3.798316
,SELANGOR,PPD SABAK BERNAM,Rendah,SK,BBA6028,SEKOLAH KEBANGSAAN SG LEMAN,TALI AIR 7,45400,SEKINCHAN,0332412980,0332412980,BBA6028@moe.edu.my,Bandar,SK,301.0,37.0,ADA,ADA,101.088181,3.532957
,SELANGOR,PPD SABAK BERNAM,Rendah,SK,BBA6029,SEKOLAH KEBANGSAAN PARIT 9,JALAN PARIT 9,45400,SEKINCHAN,0332412028,0332412028,BBA6029@moe.edu.my,Bandar,SK,199.0,22.0,TIADA,ADA,101.10584,3.562897
,SELANGOR,PPD SABAK BERNAM,Rendah,SK,BBA6030,SEKOLAH KEBANGSAAN PASIR PANJANG,JALAN SEKOLAH,45400,SEKINCHAN,0332410582,0332410582,BBA6030@moe.edu.my,Bandar,SK,370.0,31.0,TIADA,ADA,101.072778,3.566766
,SELANGOR,PPD SABAK BERNAM,Rendah,SK,BBA6031,SEKOLAH KEBANGSAAN SUNGAI NIBONG,JALAN PARIT 12,45400,SEKINCHAN,TIADA,TIADA,BBA6031@moe.edu.my,Luar Bandar,SK,216.0,20.0,TIADA,ADA,101.072077,3.598559
,SELANGOR,PPD SABAK BERNAM,Rendah,K9,BBA6032,SEKOLAH KEBANGSAAN BINJAI JAYA,PARIT 16  SUNGAI PANJANG,45300,SUNGAI BESAR,0332162208,0332161801,BBA6032@moe.edu.my,Luar Bandar,SK,480.0,56.0,ADA,ADA,101.125883,3.716473
,SELANGOR,PPD GOMBAK,Rendah,SK,BBA7101,SEKOLAH KEBANGSAAN SELAYANG BARU (2),"JALAN 42, SELAYANG BARU",68100,BATU CAVES,0361386333,0361362333,BBA7101@moe.edu.my,Bandar,SK,971.0,61.0,TIADA,ADA,101.6661771,3.25375033
,SELANGOR,PPD GOMBAK,Rendah,SK,BBA7102,SEKOLAH KEBANGSAAN (2) TAMAN SELAYANG,JALAN SG TUA,68100,BATU CAVES,0361882337,0361850849,BBA7102@moe.edu.my,Bandar,SK,954.0,65.0,TIADA,ADA,101.672691,3.241291
,SELANGOR,PPD GOMBAK,Rendah,SK,BBA7103,SEKOLAH KEBANGSAAN (2) TAMAN KERAMAT,JALAN ENGGANG TIMUR 1,54200,KUALA LUMPUR,0342573546,0342568867,BBA7103@moe.edu.my,Bandar,SK,588.0,49.0,ADA,ADA,101.742195,3.170349
,SELANGOR,PPD GOMBAK,Rendah,SK,BBA7201,SEKOLAH KEBANGSAAN HULU KELANG,JALAN HULU KELANG,68000,AMPANG,0341078662,0341066254,BBA7201@moe.edu.my,Bandar,SK,810.0,49.0,TIADA,ADA,101.760817,3.19917
,SELANGOR,PPD GOMBAK,Rendah,SK,BBA7202,SEKOLAH KEBANGSAAN KLANG GATE,JALAN GENTING KLANG,53100,KUALA LUMPUR,0341084646,0341078125,BBA7202@moe.edu.my,Bandar,SK,352.0,25.0,TIADA,ADA,101.740407,3.216048
,SELANGOR,PPD GOMBAK,Rendah,SK,BBA7203,SEKOLAH KEBANGSAAN GOMBAK SETIA,JALAN GOMBAK SETIA,53100,GOMBAK,0361897851,0361896167,BBA7203@moe.edu.my,Bandar,SK,1472.0,89.0,TIADA,ADA,101.715563,3.218685
,SELANGOR,PPD GOMBAK,Rendah,SK,BBA7204,SEKOLAH KEBANGSAAN GOMBAK UTARA,"KM11, JALAN GOMBAK",53100,KUALA LUMPUR,0361893546,0361893546,BBA7204@moe.edu.my,Bandar,SK,1083.0,63.0,TIADA,ADA,101.714986,3.239002
,SELANGOR,PPD GOMBAK,Rendah,SK,BBA7205,SEKOLAH KEBANGSAAN SG TUA BAHARU,"JALAN MELATI, KG SG TUA BAHARU",68100,BATU CAVES,0361897052,0361874468,BBA7205@moe.edu.my,Bandar,SK,1712.0,93.0,TIADA,ADA,101.674141,3.254994
,SELANGOR,PPD GOMBAK,Rendah,SK,BBA7206,SEKOLAH KEBANGSAAN KEPONG,INSTITUT PENYELIDIKAN PERHUTANAN MALAYSIA,52100,KUALA LUMPUR,0362756264,0362773045,BBA7206@moe.edu.my,Bandar,SK,426.0,33.0,TIADA,ADA,101.635006,3.230748
,SELANGOR,PPD GOMBAK,Rendah,SK,BBA7207,SEKOLAH KEBANGSAAN RAWANG,JALAN KUALA GARING,48000,RAWANG,0360910422,TIADA,BBA7207@moe.edu.my,Bandar,SK,249.0,26.0,TIADA,ADA,101.56973,3.316964
,SELANGOR,PPD GOMBAK,Rendah,SK,BBA7208,SEKOLAH KEBANGSAAN KUANG,"KM 28, JALAN KUANG",48050,RAWANG,0360383780,0360382199,BBA7208@moe.edu.my,Bandar,SK,1890.0,110.0,ADA,ADA,101.535407,3.229848
,SELANGOR,PPD GOMBAK,Rendah,SK,BBA7209,SEKOLAH KEBANGSAAN SG SERAI,KUANG,48050,RAWANG,0360371259,0360371259,BBA7209@moe.edu.my,Bandar,SK,457.0,37.0,ADA,ADA,101.547417,3.281313
